"","Author","Study_Ref","Study_DOI","Exposure","Outcome","Instrument","Reported_Measure","Coeff_G_X","Coeff_G_X_SE","Coeff_G_Y","Coeff_G_Y_SE"
"1947","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12130857","OR",-0.018,0.003,-0.068,0.048
"1948","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs301807","OR",0.018,0.003,-0.05,0.045
"1949","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs3820277","OR",-0.019,0.003,-0.076,0.045
"1950","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1889571","OR",0.022,0.004,-0.068,0.069
"1951","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs10914684","OR",-0.016,0.003,0.048,0.047
"1952","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2637869","OR",0.018,0.003,-0.055,0.049
"1953","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12755632","OR",-0.015,0.003,0.041,0.047
"1954","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs951740","OR",0.03,0.003,0.018,0.046
"1955","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs925524","OR",0.016,0.003,0.016,0.049
"1956","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12022778","OR",0.027,0.003,0.136,0.053
"1957","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11587399","OR",-0.018,0.003,-0.008,0.054
"1958","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs4912332","OR",0.014,0.003,-0.003,0.045
"1959","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1937443","OR",0.02,0.003,0.053,0.045
"1960","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1022528","OR",0.017,0.003,-0.035,0.048
"1961","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12740789","OR",-0.028,0.003,0.018,0.056
"1962","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs80054503","OR",-0.024,0.004,0.367,0.265
"1963","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs10789369","OR",-0.023,0.003,-0.004,0.046
"1964","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1514176","OR",-0.019,0.003,-0.066,0.045
"1965","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs10873871","OR",0.017,0.003,-0.004,0.054
"1966","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11162019","OR",-0.015,0.003,0.085,0.046
"1967","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1008078","OR",0.023,0.003,0.065,0.045
"1968","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1935571","OR",-0.016,0.003,-0.053,0.045
"1969","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12027999","OR",-0.024,0.004,-0.015,0.068
"1970","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs45444697","OR",0.02,0.003,-0.07,0.055
"1971","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2901785","OR",-0.017,0.003,-0.015,0.045
"1972","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs147052174","OR",0.062,0.01,-0.135,0.176
"1973","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs35656245","OR",0.016,0.003,-0.005,0.05
"1974","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12739243","OR",-0.021,0.003,-0.081,0.055
"1975","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12563365","OR",0.017,0.003,0.005,0.045
"1976","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs876793","OR",-0.018,0.003,-0.006,0.047
"1977","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs114976176","OR",-0.016,0.003,0.038,0.046
"1978","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs62106258","OR",-0.045,0.006,0.025,0.102
"1979","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs6731872","OR",0.032,0.003,-0.017,0.059
"1980","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1022376","OR",-0.015,0.003,-0.023,0.045
"1981","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs61533748","OR",0.017,0.003,0.014,0.046
"1982","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs72790288","OR",-0.046,0.008,-0.036,0.133
"1983","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2710634","OR",-0.018,0.003,-0.024,0.045
"1984","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs62137126","OR",-0.024,0.004,-0.055,0.07
"1985","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1004787","OR",0.028,0.003,-0.02,0.045
"1986","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs7598402","OR",-0.015,0.003,-0.079,0.045
"1987","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs10490159","OR",0.017,0.003,0.063,0.045
"1988","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1518393","OR",0.017,0.003,0.061,0.047
"1989","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs17616642","OR",-0.017,0.003,-0.071,0.052
"1990","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs6730325","OR",-0.015,0.003,0.061,0.046
"1991","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2539706","OR",0.016,0.003,0.037,0.045
"1992","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs7585579","OR",0.02,0.003,0.082,0.045
"1993","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1863161","OR",0.015,0.003,-0.014,0.045
"1994","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs359247","OR",0.022,0.003,-0.028,0.046
"1995","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs62180324","OR",-0.02,0.003,0.042,0.053
"1996","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs6750107","OR",0.015,0.003,-0.009,0.046
"1997","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12714017","OR",0.015,0.003,-0.02,0.045
"1998","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs56208390","OR",0.022,0.004,-0.044,0.07
"1999","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11692435","OR",0.025,0.005,0.045,0.082
"2000","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs13392222","OR",-0.023,0.004,0.032,0.063
"2001","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1901477","OR",0.03,0.003,-0.063,0.045
"2002","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11889814","OR",-0.021,0.004,0.129,0.063
"2003","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs3811038","OR",0.019,0.003,0.051,0.05
"2004","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs75210106","OR",-0.019,0.003,0.01,0.059
"2005","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs34399632","OR",0.019,0.003,0.095,0.05
"2006","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs74697736","OR",0.022,0.003,0.024,0.049
"2007","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs6756212","OR",-0.034,0.003,-0.035,0.045
"2008","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs3076896","OR",0.023,0.003,-0.339,0.511
"2009","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs16826827","OR",-0.022,0.004,0.101,0.065
"2010","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1445649","OR",0.021,0.003,0.082,0.045
"2011","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1722666","OR",0.016,0.003,-0.011,0.05
"2012","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11678980","OR",0.018,0.003,0.032,0.046
"2013","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs12474587","OR",0.024,0.003,0.077,0.045
"2014","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs357304","OR",0.017,0.003,-0.03,0.05
"2015","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs13007361","OR",0.018,0.003,0.041,0.054
"2016","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs7600835","OR",-0.015,0.003,-0.001,0.048
"2017","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs6750529","OR",0.02,0.003,0.081,0.052
"2018","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs17229285","OR",-0.015,0.003,0.009,0.045
"2019","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs3115418","OR",-0.014,0.003,-0.061,0.045
"2020","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs62193862","OR",0.024,0.004,-0.111,0.078
"2021","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs4674916","OR",-0.018,0.003,-0.005,0.048
"2022","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs4674993","OR",-0.024,0.003,-0.059,0.057
"2023","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11713899","OR",0.019,0.003,0.058,0.058
"2024","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs748832","OR",0.017,0.003,0.037,0.046
"2025","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs10446419","OR",-0.02,0.003,-0.071,0.056
"2026","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs13319205","OR",0.017,0.003,0.049,0.049
"2027","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs3172494","OR",-0.029,0.004,0.107,0.07
"2028","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2526390","OR",0.02,0.003,0.009,0.047
"2029","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2276825","OR",0.019,0.003,0.004,0.052
"2030","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2306866","OR",-0.017,0.003,0.01,0.046
"2031","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs73831818","OR",0.032,0.005,-0.164,0.099
"2032","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs1910236","OR",0.015,0.003,0.043,0.045
"2033","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs7640107","OR",-0.014,0.003,-0.05,0.045
"2034","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2734390","OR",0.015,0.003,0.047,0.046
"2035","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs221988","OR",-0.015,0.003,1e-100,0.047
"2036","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs2196356","OR",-0.019,0.003,-0.052,0.05
"2037","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs11128203","OR",0.02,0.003,0.01,0.045
"2038","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs62246017","OR",-0.016,0.003,-0.064,0.049
"2039","Clift et al","@clift_smoking_2022","10.1136/thoraxjnl-2021-217080","Genetically Determined Smoking Initiation","COVID-19 Infection","rs4543050","OR",0.022,0.003,0.095,0.06
